Type,episode,time_steps,Length,Date,actor_loss,critic_1_loss,critic_2_loss,q_predictions,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,extrinsic_reward
Train,1,174.80803036689758,14.0,"February 12, 2024",-0.3691446150520018,0.06455364763046202,0.06194005838274495,0.18810908580971522,1.0598045172332335,0.6981749679603528,4.180688430900317,0.0,,0.020433512309458116,,390.713902307698,-390.713902307698
Test,1,86.46922397613525,14.0,"January 16, 2024",NA,NA,NA,NA,1.0525805944269704,0.693416012896661,4.152191693991984,0.0,,0.020300468782068242,,294.7924437345071,-294.7924437345071
Test,1,86.99940133094788,14.0,"April 17, 2024",NA,NA,NA,NA,1.1604137170081856,0.7644540068653497,4.577568903385337,0.0,,0.026363305723697647,,1929.3621173571562,-1929.3621173571562
Train,2,361.8147654533386,14.0,"October 13, 2024",1.5902289256018343,0.303278324992529,0.24838160194589623,-1.758961016702025,1.17501461814875,0.7740727464727455,4.635166146543384,0.0,,0.023039023376786857,,1928.249712670052,-1928.249712670052
Test,2,173.17567229270935,14.0,"January 16, 2024",NA,NA,NA,NA,1.088157511079452,0.7168532715986915,4.292534560471216,0.0,,0.020491012716112367,,344.678371780837,-344.678371780837
Test,2,175.05544304847717,14.0,"April 17, 2024",NA,NA,NA,NA,1.1726746485488315,0.7725312280380845,4.625935497234048,0.0,,0.02658497422817763,,1976.0356793257163,-1976.0356793257163
Train,3,550.8831415176392,14.0,"March 26, 2024",11.606990079794612,0.456357740065349,0.374892573593007,-11.62397155520462,1.1755508690692968,0.7744260163099479,4.6372815347901115,0.0,,0.027113197018107417,,2442.853213116466,-2442.853213116466
Test,3,257.38422656059265,14.0,"January 16, 2024",NA,NA,NA,NA,1.0630933576164323,0.7003415807571733,4.193662160222604,0.0,,0.020455715365236198,,319.4984702809261,-319.4984702809261
Test,3,264.8285207748413,14.0,"April 17, 2024",NA,NA,NA,NA,1.1395663425425528,0.7507202335487413,4.495330739812826,0.0,,0.027000276395275337,,1830.6766962146542,-1830.6766962146542
Train,4,738.9741864204407,14.0,"February 23, 2024",23.630039083106176,0.9002403013984717,0.8771533527455869,-23.64015679700034,1.0751587429891776,0.7082899805885298,4.241257368793595,0.0,,0.021442814130687965,,818.6583803198642,-818.6583803198642
Test,4,345.63620352745056,14.0,"January 16, 2024",NA,NA,NA,NA,1.0244330365407954,0.6748730457684909,4.041155962685573,0.0,,0.020531253939630813,,302.2449470112248,-302.2449470112248
Test,4,352.3043384552002,14.0,"April 17, 2024",NA,NA,NA,NA,1.1039854164680238,0.7272803335312019,4.354972057073068,0.0,,0.026835056131819402,,1693.2951349858013,-1693.2951349858013
Train,5,927.6731307506561,14.0,"October 12, 2024",34.493527327265056,1.4517791919587624,1.4462628295157283,-34.5113602677981,1.0819301613151995,0.7127508360537981,4.267969078166458,0.0,,0.02283756792081087,,1856.725308020244,-1856.725308020244
Test,5,432.76835560798645,14.0,"January 16, 2024",NA,NA,NA,NA,0.97038663653915,0.639268514011982,3.827955173724451,0.0,,0.0202613797998708,,152.75230416633204,-152.75230416633204
Test,5,440.3105640411377,14.0,"April 17, 2024",NA,NA,NA,NA,0.9980373632585601,0.6574841801348301,3.9370310187714326,0.0,,0.02622578503016636,,1331.1078352244629,-1331.1078352244629
Train,6,1118.6236391067505,14.0,"February 08, 2024",40.897383990741915,2.307456356606313,2.294465853433524,-40.91955143497104,0.9501320904849476,0.6259252824890945,3.7480555837670315,0.0,,0.02008666510881604,,122.80271525979998,-122.80271525979998
Test,6,521.4851822853088,14.0,"January 16, 2024",NA,NA,NA,NA,0.9418549187391096,0.6204724711220159,3.715404018694703,0.0,,0.020038216974639794,,87.62523783311691,-87.62523783311691
