Type,episode,time_steps,Length,Date,actor_loss,critic_1_loss,critic_2_loss,q_predictions,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,reward
train,1,167.37376999855042,14.0,"February 12, 2024",-0.7006432228233843,0.08310436574131363,0.08184748735922247,0.5197464315542242,1.0798156563708599,0.7113578485756731,4.25962783578248,0.0,,0.02068726552747378,,434.43632567396935,-434.43632567396935
test_jan17,1,89.86759924888611,14.0,"January 16, 2024",NA,NA,NA,NA,1.0753342081473436,0.7084055730201427,4.241949539042772,0.0,,0.020322945902426517,,345.59968427125887,-345.59968427125887
test_apr19,1,96.23634958267212,14.0,"April 17, 2024",NA,NA,NA,NA,1.1893885225857959,0.7835419458454737,4.6918679391944575,0.0,,0.02687197129930414,,2048.996050881638,-2048.996050881638
train,2,398.55176877975464,14.0,"October 13, 2024",2.5722417701423788,0.8642867985735869,0.2820852245148715,-2.777279931078651,1.15172103942167,0.7587274697570751,4.543278262018413,0.0,,0.023667294584763358,,1842.4922024011357,-1842.4922024011357
test_jan17,2,187.31107711791992,14.0,"January 16, 2024",NA,NA,NA,NA,1.0359771816473269,0.682478064438277,4.086694996636397,0.0,,0.020488073504676647,,280.40664248720304,-280.40664248720304
test_apr19,2,191.57575464248657,14.0,"April 17, 2024",NA,NA,NA,NA,1.0909403242085678,0.7186865252182661,4.303512127055491,0.0,,0.02579854290009962,,1665.6652769131472,-1665.6652769131472
train,3,635.7578074932098,14.0,"March 26, 2024",21.457425007507915,1.0667311981697345,0.6206773592857644,-21.418209706743557,1.1263397365557333,0.7420068481451956,4.443154779312544,0.0,,0.026136585817932184,,2277.7265823928415,-2277.7265823928415
test_jan17,3,283.14070224761963,14.0,"January 16, 2024",NA,NA,NA,NA,1.0177804098185186,0.670490447493856,4.014912859244648,0.0,,0.02032141777969528,,230.28375777736636,-230.28375777736636
test_apr19,3,285.6787872314453,14.0,"April 17, 2024",NA,NA,NA,NA,1.0838689943020257,0.7140280948656328,4.275617334524748,0.0,,0.027127009984820323,,1587.6313456473422,-1587.6313456473422
train,4,874.3224229812622,14.0,"February 23, 2024",41.306884507338204,2.1570569970090654,1.921010204723903,-41.272648381335394,1.0566721123768315,0.6961114113093899,4.16833180424785,0.0,,0.021039010038520427,,736.6583080847026,-736.6583080847026
test_jan17,4,375.5238802433014,14.0,"January 16, 2024",NA,NA,NA,NA,0.9656144233975268,0.6361246891810125,3.8091298753354064,0.0,,0.020023963418618743,,112.28747824012163,-112.28747824012163
test_apr19,4,381.3102743625641,14.0,"April 17, 2024",NA,NA,NA,NA,0.9967063151829859,0.6566073161166004,3.931780336027549,0.0,,0.023890309018962216,,1203.52947223928,-1203.52947223928
train,5,1108.326997756958,14.0,"October 12, 2024",56.31929295261701,3.375882505705314,3.1272872284808684,-56.275431869995025,0.9743833523868116,0.6419014589688233,3.8437213111905675,0.0,,0.02217357339873548,,1344.3014080568237,-1344.3014080568237
test_jan17,5,471.81779646873474,14.0,"January 16, 2024",NA,NA,NA,NA,0.9055054977904099,0.5965263042642928,3.572013797989776,0.0,,0.019681704121882797,,50.503392400485495,-50.503392400485495
test_apr19,5,476.0694320201874,14.0,"April 17, 2024",NA,NA,NA,NA,0.8668896162662872,0.5710870450353834,3.4196829044034907,0.0,,0.022188182053581897,,762.3267289069177,-762.3267289069177
train,6,1346.742534160614,14.0,"February 08, 2024",61.866589472407384,4.862430507450232,4.516891753145804,-61.8204340338707,0.8918316714432801,0.5875183003196345,3.5180736546085987,0.0,,0.019610500603378985,,82.61760578660564,-82.61760578660564
test_jan17,6,565.019180059433,14.0,"January 16, 2024",NA,NA,NA,NA,0.8643873244125923,0.5694385924138167,3.4098119306216566,0.0,,0.019285338849569744,,42.11971780118577,-42.11971780118577
test_apr19,6,570.7029762268066,14.0,"April 17, 2024",NA,NA,NA,NA,0.8399032840690202,0.5533090668225872,3.313227945045433,0.0,,0.024377342022069603,,642.9223605589037,-642.9223605589037
train,7,1577.6381406784058,14.0,"October 13, 2024",62.83850538730621,5.449272238427684,5.095767120387228,-62.808099132208596,0.806849743890731,0.5315341508076984,3.1828392263934036,0.0,,0.021739631548081676,,479.0485740710522,-479.0485740710522
test_jan17,7,657.5042817592621,14.0,"January 16, 2024",NA,NA,NA,NA,0.8064350642143921,0.5312609693246673,3.1812034091297443,0.0,,0.01888555204189964,,124.4886863176952,-124.4886863176952
test_apr19,7,665.5184299945831,14.0,"April 17, 2024",NA,NA,NA,NA,0.7397674836092447,0.48734189255520155,2.918214925480243,0.0,,0.021817543833539572,,309.8799107508783,-309.8799107508783
train,8,1799.136775970459,14.0,"December 11, 2024",61.61986255645752,6.396423143866871,6.055987300617354,-61.608893664110276,0.7729799414724593,0.5092214999049322,3.049230538352882,0.0,,0.018935267822359273,,36.20427637337606,-36.20427637337606
test_jan17,8,751.3882238864899,14.0,"January 16, 2024",NA,NA,NA,NA,0.8674390035810214,0.5714489688285224,3.4218501127456427,0.0,,0.018825070920788736,,13.933302693038025,-13.933302693038025
test_apr19,8,750.3473255634308,14.0,"April 17, 2024",NA,NA,NA,NA,0.7477517735312094,0.4926017600777587,2.9497111381901644,0.0,,0.020374133843729176,,363.18120852210427,-363.18120852210427
train,9,2454.4857461452484,14.0,"February 02, 2024",56.850771320717676,6.130842789076269,5.830889477660613,-56.845059416123796,0.9304077409327399,0.6129313322909947,3.6702474987484695,0.0,,0.018979924404172167,,14.679125456165746,-14.679125456165746
