Type,episode,time_steps,Length,Date,actor_loss,critic_1_loss,critic_2_loss,q_predictions,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,reward
train,1,113.7430636882782,14.0,"December 05, 2024",0.12109681527761582,0.32245487817826435,0.21837510585100972,-0.35070514835708655,1.121130947656679,0.7385754171939457,4.422607288586502,0.0,,0.02171099257208971,,807.8630067035559,-807.8630067035559
test_jan17,1,90.81312108039856,14.0,"January 16, 2024",NA,NA,NA,NA,1.0912674801803783,0.7189020480872688,4.3048026831573045,0.0,,0.020781127739350244,,449.5956474644474,-449.5956474644474
test_apr19,1,96.25182938575745,14.0,"April 17, 2024",NA,NA,NA,NA,1.1902584274472372,0.7841150192650426,4.695299516557138,0.0,,0.026877946608188798,,2096.5811824054063,-2096.5811824054063
train,2,292.04828453063965,14.0,"March 20, 2024",4.300561389043217,0.405950818321712,0.2929367370393482,-4.384663852020388,1.1575467304093312,0.7625653016897755,4.566259291555545,0.0,,0.026626227148756183,,1432.801480304675,-1432.801480304675
test_jan17,2,186.8459610939026,14.0,"January 16, 2024",NA,NA,NA,NA,1.112280312249348,0.7327448210873408,4.387693539445165,0.0,,0.0202995587386089,,408.7899323109863,-408.7899323109863
test_apr19,2,191.5201814174652,14.0,"April 17, 2024",NA,NA,NA,NA,1.14561483934384,0.7547048448537318,4.519190687746897,0.0,,0.02584091864786448,,1904.8710645572835,-1904.8710645572835
train,3,472.4892928600311,14.0,"February 18, 2024",12.035807069568406,0.6838245508039281,0.607648479652458,-12.070029681637173,1.1234620001021447,0.7401110612112738,4.431802761744158,0.0,,0.02159869339645864,,709.3728889151943,-709.3728889151943
test_jan17,3,281.81666254997253,14.0,"January 16, 2024",NA,NA,NA,NA,1.0773737950312252,0.7097492061941378,4.2499952466714985,0.0,,0.02063316700864792,,370.3553077826677,-370.3553077826677
test_apr19,3,289.5203354358673,14.0,"April 17, 2024",NA,NA,NA,NA,1.1556600376097406,0.7613223916403404,4.558816716409226,0.0,,0.02735956684884147,,1899.1780993145562,-1899.1780993145562
train,4,654.8151395320892,14.0,"October 21, 2024",19.541206103705225,1.1714335524122275,1.149856671835074,-19.597811263941583,1.1199605793392169,0.7378044053240588,4.417990451042267,0.0,,0.023784674276244762,,1784.0283764846422,-1784.0283764846422
test_jan17,4,378.45965099334717,14.0,"January 16, 2024",NA,NA,NA,NA,0.9909958652265692,0.6528454023386063,3.9092539062192024,0.0,,0.020321507096801607,,204.51827892443902,-204.51827892443902
