Type,episode,time_steps,Length,Date,actor_loss,critic_1_loss,critic_2_loss,q_predictions,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,reward
train,1,258.40339851379395,14.0,"February 12, 2024",-10.152696389488742,0.7446018386212278,0.7337500742555892,9.88155626899208,0.9682361067871209,0.6378517942147892,3.819471821645437,0.0,,0.02032320753224209,,212.2875549359085,-212.2875549359085
test_jan17,1,75.3983736038208,14.0,"January 16, 2024",NA,NA,NA,NA,0.921259222853641,0.6069044978956923,3.6341586700340853,0.0,,0.019986213177356504,,82.46694335875509,-82.46694335875509
test_apr19,1,74.63960099220276,14.0,"April 17, 2024",NA,NA,NA,NA,1.0295225958467926,0.678225930991772,4.0612331197112095,0.0,,0.02671889645199339,,1528.6177946930723,-1528.6177946930723
train,2,615.4499087333679,14.0,"October 13, 2024",-9.622782032892463,0.540968349181293,0.5059754592255645,9.342181883663649,0.9629257076577613,0.6343534247686247,3.7985235016085177,0.0,,0.022169601440350798,,1237.0197378363844,-1237.0197378363844
test_jan17,2,166.75455951690674,14.0,"January 16, 2024",NA,NA,NA,NA,0.9114927744860505,0.6004705851643797,3.5956322464932873,0.0,,0.019862542290576952,,68.72637399915345,-68.72637399915345
test_apr19,2,164.4385325908661,14.0,"April 17, 2024",NA,NA,NA,NA,0.9986210062453578,0.6578686707809651,3.9393333579698475,0.0,,0.027132151116102204,,1444.9936346021182,-1444.9936346021182
train,3,1046.4596104621887,14.0,"March 26, 2024",-6.808520036635898,0.5374533149990297,0.5195499897790363,6.410514658668295,1.0560198960934377,0.6956817461443922,4.165758958948458,0.0,,0.02530471307271969,,1902.6581607572273,-1902.6581607572273
test_jan17,3,257.2887809276581,14.0,"January 16, 2024",NA,NA,NA,NA,0.9259562972353986,0.6099988230308148,3.6526875630587696,0.0,,0.019794878215142087,,90.69595933153899,-90.69595933153899
test_apr19,3,254.6066448688507,14.0,"April 17, 2024",NA,NA,NA,NA,0.9869984331067715,0.6502119855180704,3.893484943221971,0.0,,0.024896919800067936,,1286.2007093722455,-1286.2007093722455
train,4,1491.0234353542328,14.0,"February 23, 2024",2.2418712436628994,0.5912578561664781,0.6186034006532282,-2.524996373300036,0.9310395484831853,0.6133475526496718,3.672739836225573,0.0,,0.02128705186345512,,415.68985613143843,-415.68985613143843
test_jan17,4,346.8065092563629,14.0,"January 16, 2024",NA,NA,NA,NA,0.9238820907799349,0.6086323832751442,3.644505289072714,0.0,,0.02000147457384062,,83.77264173128737,-83.77264173128737
test_apr19,4,345.0228064060211,14.0,"April 17, 2024",NA,NA,NA,NA,1.0024019722721205,0.6603594846920849,3.9542484113298473,0.0,,0.025801965159275807,,1463.1259770414247,-1463.1259770414247
train,5,1945.4789102077484,14.0,"October 12, 2024",14.413919636004028,0.9721040384832859,0.9709014150735346,-14.645815293792458,0.9656874823211599,0.6361728187283382,3.8094180762175944,0.0,,0.02291312579103551,,1478.9334509822468,-1478.9334509822468
test_jan17,5,437.20675444602966,14.0,"January 16, 2024",NA,NA,NA,NA,0.9020720089695302,0.594264400386237,3.5584694633906433,0.0,,0.020318174213251435,,64.4737612966895,-64.4737612966895
test_apr19,5,437.09984397888184,14.0,"April 17, 2024",NA,NA,NA,NA,0.9224149363026488,0.6076658554735407,3.6387176974463418,0.0,,0.025185086209775373,,1168.8226951238664,-1168.8226951238664
train,6,2414.0757188796997,14.0,"February 08, 2024",24.354134436519374,2.189730719740813,2.204110543376633,-24.571180483415013,0.8374285971126985,0.5516787996758228,3.3034658663222793,0.0,,0.01999257405649069,,105.86996515530231,-105.86996515530231
test_jan17,6,527.6984770298004,14.0,"January 16, 2024",NA,NA,NA,NA,0.845974847907433,0.5573088741638722,3.337178887208804,0.0,,0.019769285683750415,,70.87463853271103,-70.87463853271103
test_apr19,6,528.0521364212036,14.0,"April 17, 2024",NA,NA,NA,NA,0.8119579822417053,0.5348993413584421,3.202990068014618,0.0,,0.022523792085421438,,759.2338255303148,-759.2338255303148
train,7,2893.476662635803,14.0,"October 13, 2024",29.748666585556098,3.3103857558619763,3.3421591758461937,-29.966105874095643,0.7945351026390616,0.5234215469062075,3.134260759917402,0.0,,0.021164350109398707,,595.6773021402353,-595.6773021402353
test_jan17,7,617.9808413982391,14.0,"January 16, 2024",NA,NA,NA,NA,0.8244210660634607,0.54310973582879,3.2521541067592104,0.0,,0.01968856572104803,,52.332791588246444,-52.332791588246444
test_apr19,7,619.0891571044922,14.0,"April 17, 2024",NA,NA,NA,NA,0.7439119951823953,0.49007220195447815,2.9345640835597457,0.0,,0.02550467777599923,,474.26017515920614,-474.26017515920614
train,8,3388.203911781311,14.0,"December 11, 2024",32.6652704654705,4.089963790805389,4.151960460069988,-32.88021516054869,0.7883354291962442,0.5193373438886506,3.10980445442305,0.0,,0.020357737901845047,,19.213617518549082,-19.213617518549082
test_jan17,8,705.7811341285706,14.0,"January 16, 2024",NA,NA,NA,NA,0.8182034826878739,0.539013734157298,3.2276271506424976,0.0,,0.01978901413816357,,47.97432970149759,-47.97432970149759
test_apr19,8,708.7521917819977,14.0,"April 17, 2024",NA,NA,NA,NA,0.6661148617265508,0.43882123040763055,2.627672038369034,0.0,,0.023890134840568945,,312.98885833373294,-312.98885833373294
train,9,3896.9829516410828,14.0,"February 02, 2024",33.22024252514044,4.4792191872062785,4.535542646112542,-33.42626030636685,0.8120914824744745,0.5349872882573468,3.20351669615177,0.0,,0.019149648806322882,,93.24594891848409,-93.24594891848409
